UNITID,Name,Address,City,State,ZipCode,Longitude,Latitude,CIP CODE,major_field_of_study_orig,major_field_of_study,TUITPL ,TUITPL1,TUITPL2,TUITPL3,TUITPL4,Room,Board,TUITION1,EFYBKAAT,EFYBKAAM,EFYBKAAW,UAGRNTT,UDGAGRNTT,UNDAGRNTT,UPGRNTT,UDGPGRNTP (%),Website,Type,Awards offered,Campus setting,Campus housing,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate,Cohort Year *,Net Price **,Largest Program,IPEDS ID,OPE ID,Average of Households Median Income (Dollars),Average of TotalPop,Average of Men,Average of Women,Average of Hispanic,Average of White,Average of Black,Average of Native,Average of Asian,Average of Pacific,Average of VotingAgeCitizen,Average of Income,Average of IncomeErr,Average of IncomePerCap,Average of IncomePerCapErr,Average of Poverty,Average of ChildPoverty,Average of Professional,Average of Office,Average of Service,Average of Construction,Average of Production,Average of Carpool,Average of Transit,Average of Drive,Average of Walk,Average of OtherTransp,Average of MeanCommute,Average of Employed,Average of PrivateWork,Average of PublicWork,Average of FamilyWork,Average of Unemployment,Average of SelfEmployed
438285,Northwest HVAC/R Training Center,"204 E. Nora Ave, Spokane, Washington 99207",Spokane,WA,99207,-117.407702,47.67364,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,138,12,126," $699,518.00 "," $699,518.00 ", $-   ," $680,947.00 ",48,www.inwhvac.org/,"< 2-year, Private not-for-profit",One but less than two years certificate,City: Midsize,No,35,35,67%,NA,2019-20,"$17,837","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",434362,03283300,46659,4760.86,2341.71,2419.14,5.81,82.54,2.71,1.83,1.71,0.76,3618.43,37808.14,5509.14,20355.43,3603.00,23.80,31.53,24.77,26.60,24.40,8.06,16.14,7.81,4.16,77.51,5.27,1.76,18.51,2024.14,85.43,9.63,0.10,7.66,4.87
384421,Northwest Indian College,"2522 Kwina Rd, Bellingham, Washington 98226-9217",Bellingham,WA,98226,-122.614656,48.794131,,Information not available,STEAM,1,0,0,1,0,1,1,12450,0,0,0," $954,933.00 "," $938,433.00 "," $16,500.00 "," $181,711.00 ",26,www.nwic.edu/,"4-year, primarily associate's, Public",Less than one year certificate;Associate's degree;Bachelor's degree,Rural: Fringe,Yes,643,643,27%,19%,Fall 2016,"$3,484",-,380377,02180000,70522,7530.33,3665.33,3865.00,5.70,79.60,1.23,2.00,8.37,0.10,5678.67,71773.00,6726.33,35649.00,4173.67,11.47,11.33,37.80,27.23,17.50,5.43,12.00,11.17,1.90,75.97,3.40,2.37,18.97,3771.33,77.63,17.33,0.30,5.13,4.70
459949,Northwest School of Wooden Boat Building,"42 N Water St, Port Hadlock, Washington 98339",Port Hadlock,WA,98339,-122.752588,48.03413,13,Education,Education,1,1,0,1,0,1,2,4887,464,190,274," $52,812,308.00 "," $52,790,317.00 "," $21,991.00 "," $13,209,160.00 ",50,www.nwswb.edu/,"2-year, Private not-for-profit",One but less than two years certificate;Associate's degree,Rural: Fringe,Yes,62,62,86%,NA,Fall 2019,"$27,083",-,458140,04155000,57375,5533.00,2725.00,2808.00,2.90,90.90,0.10,0.55,0.90,0.00,4606.50,53156.50,10911.00,30171.50,3504.50,12.25,22.55,30.50,22.00,22.75,16.15,8.60,5.95,2.35,78.10,2.55,3.00,23.20,2156.50,68.80,18.85,0.25,6.55,12.10
237145,Northwest University,"5520 108th Ave NE, Kirkland, Washington 98083-0579",Kirkland,WA,98083,-122.192763,47.657945,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,0,0,0," $52,979.00 "," $52,979.00 ", $-   ," $52,979.00 ",50,www.northwestu.edu/,"4-year, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree - research/scholarship,Suburb: Large,Yes,1014,720,68%,NA,Fall 2016,"$23,722",-,236133,00378300,164148,5608.33,2806.00,2802.33,4.50,84.97,1.27,0.00,5.20,0.23,4177.00,119161.00,16210.33,64981.00,8779.33,3.33,3.10,57.70,21.77,8.10,5.00,7.40,7.20,3.20,75.87,1.10,1.63,31.80,2469.67,86.17,6.93,0.20,3.63,6.67
488970,Northwest University-Center for Online and Extended Education,"5520 108th Ave NE, Kirkland, Washington 98033",Kirkland,WA,98033,-122.195774,47.657502,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,4,2,2," $541,049.00 "," $541,049.00 ", $-   ," $407,888.00 ",58,www.northwestu.edu/,"4-year, Private not-for-profit",One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,Suburb: Large,No,1222,1086,38%,NA,Fall 2016,"$22,070",-,487603,00378300,149131,4748.67,2354.83,2393.83,5.77,72.47,1.32,0.22,14.75,0.17,3271.83,116862.00,13892.83,64424.83,8567.00,6.23,5.53,61.07,19.55,10.88,4.00,4.52,8.87,7.87,68.27,4.90,1.58,23.68,2572.83,86.40,6.67,0.00,4.73,6.92
232256,Norwich University,"158 Harmon Drive, Northfield, Vermont 05663-1035",Northfield,VT,5663,-72.659783,44.140237,14,Engineering,Engineering,2,0,0,0,0,1,1,48188,62,62,0," $29,134,327.00 "," $29,134,327.00 ", $-   ," $759,260.00 ",20,www.norwich.edu/,"4-year, Private not-for-profit",Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,Town: Distant,Yes,3363,2799,61%,27%,Fall 2016,"$24,501",-,230995,00369200,67755,5139.50,2792.50,2347.00,1.65,97.05,0.35,0.25,0.15,0.00,4328.00,62268.50,8223.00,26756.50,2678.00,7.25,2.45,34.30,23.10,17.85,13.35,11.35,12.20,0.15,74.30,6.65,0.95,21.50,2749.50,72.95,15.80,0.15,2.10,11.10
232265,O'Briens Aveda Institute,"400 Cornerstone Dr 220, Williston, Vermont 05495",Williston,VT,5495,-73.102721,44.447199,13,Education,Education,1,0,0,1,0,1,1,26198,4423,1545,2878," $37,926,167.00 "," $37,926,167.00 ", $-   ," $2,264,708.00 ",18,www.obriensavedainstitute.org/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Midsize,No,70,70,53%,NA,2019-20,"$25,108","Cosmetology/Cosmetologist, General",231004,00865800,97417,7265.50,3549.50,3716.00,1.00,94.00,0.90,0.10,1.00,0.10,5325.00,69255.50,8237.00,38023.00,4387.50,11.05,17.90,47.95,19.60,13.85,9.35,9.25,9.55,0.50,81.30,1.90,1.55,21.80,3799.00,80.10,13.10,0.00,3.75,6.80
231581,Ogden-Weber Technical College,"200 N Washington Blvd, Ogden, Utah 84404-4089",Ogden,UT,84404,-111.964808,41.264286,26,Biological Sciences/Life Sciences,Biological Sciences/Life Sciences,1,0,0,1,0,1,2,38800,201,118,83," $42,211,816.00 "," $42,211,816.00 ", $-   ," $2,123,430.00 ",31,www.otech.edu/,"< 2-year, Public",Less than one year certificate;One but less than two years certificate,City: Small,No,3043,3043,46%,NA,2019-20,"$4,222",Welding Technology/Welder,230490,02346500,69664,5360.63,2723.50,2637.13,24.76,71.79,0.79,0.68,0.75,0.00,3449.25,53865.13,7420.13,22314.25,2633.00,13.10,17.28,25.48,24.75,13.74,12.54,23.48,11.79,1.44,80.20,1.33,0.80,21.28,2496.75,81.09,15.69,0.06,5.59,3.14
234030,Old Dominion University,"5115 Hampton Blvd, Norfolk, Virginia 23529",Norfolk,VA,23529,-76.30666,36.886418,13,Education,Education,1,0,0,1,0,1,2,12472,5791,1796,3995," $184,871,605.00 "," $183,589,679.00 "," $1,281,926.00 "," $31,080,837.00 ",31,www.odu.edu/,"4-year, Public",Less than one year certificate;One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,City: Midsize,Yes,23107,18375,48%,25%,Fall 2016,"$16,098",-,232982,00372800,32458,3331.67,1538.00,1793.67,3.03,15.17,76.13,0.00,1.90,0.00,2092.67,30673.00,5985.67,15098.00,2401.33,34.90,50.00,25.43,23.20,26.30,10.87,14.13,10.87,5.33,69.53,5.40,1.60,21.93,1190.33,73.97,21.57,0.00,10.10,4.47
237172,Olympic College,"1600 Chester Ave, Bremerton, Washington 98337-1699",Bremerton,WA,98337,-122.635113,47.574769,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,1,1,0," $258,428.00 "," $258,428.00 ", $-   ," $167,646.00 ",54,www.olympic.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,City: Small,Yes,4905,4905,31%,17%,Fall 2016,"$11,629",-,236188,00378400,59795,2556.00,1840.50,715.50,5.60,76.75,8.60,1.10,1.45,0.60,2306.00,31970.00,7889.00,25370.50,3096.00,21.75,17.15,63.50,11.75,15.25,4.65,4.90,0.40,13.55,31.35,49.30,1.45,22.55,704.50,80.95,15.90,0.00,32.20,3.15
237215,Pacific Lutheran University,"12180 Park Ave South, Tacoma, Washington 98447-0003",Tacoma,WA,98447,-122.440421,47.14516,13,Education,Education,1,0,0,1,0,1,2,8840,232,143,89," $8,678,766.00 "," $8,678,766.00 ", $-   ," $2,917,833.00 ",47,www.plu.edu/,"4-year, Private not-for-profit",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - professional practice,Suburb: Large,Yes,2633,2301,72%,NA,Fall 2016,"$24,825",-,236230,00378500,89743,5104.50,2447.00,2657.50,9.30,70.30,5.50,0.75,5.35,1.50,3766.50,70596.00,10579.50,30930.50,3603.50,6.50,4.20,27.15,28.40,15.85,13.40,15.25,11.20,2.35,75.70,4.00,0.35,27.95,2266.00,70.90,18.35,0.50,5.80,10.30
497125,Pacific Northwest Christian College,"3021 West Clearwater Avenue, Kennewick, Washington 99336-5144",Kennewick,WA,99336,-119.161961,46.212057,,Information not available,STEAM,1,0,0,1,0,2,3,17300,40,1,39,#N/A,#N/A,#N/A,#N/A,#N/A,https://www.pnwcc.edu/,"2-year, Private not-for-profit",Associate's degree,City: Small,No,24,24,47%,7%,Fall 2019,"$4,605",-,495147,04284000,53803,5642.25,2837.50,2804.75,35.14,55.76,2.74,0.68,1.91,0.23,3356.25,42222.75,7982.00,20575.13,3417.88,24.96,36.04,24.03,23.96,22.28,15.83,13.89,10.55,2.38,80.75,2.73,1.15,21.14,2324.88,84.34,12.09,0.10,8.10,3.49
457077,Pacific Northwest University of Health Sciences,"200 University Parkway, Yakima, Washington 98901",Yakima,WA,98901,-120.45598,46.602872,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,54,3,51," $2,458,851.00 "," $2,458,851.00 ", $-   ," $2,062,988.00 ",76,https://www.pnwu.edu/,"4-year, Private not-for-profit",Master's degree;Doctor's degree - professional practice,Suburb: Midsize,No,620,,NA,NA,Fall 2016,NA,-,455406,04130500,49430,5161.80,2705.40,2456.40,42.16,52.30,1.12,1.24,0.26,0.02,2977.20,44817.80,7091.80,20243.40,2404.40,23.66,27.12,19.84,20.16,19.90,23.04,17.00,12.64,1.38,78.96,1.94,1.80,19.74,2065.20,83.66,12.60,0.00,7.80,3.76
234076,Patrick & Henry Community College,"645 Patriot Avenue, Martinsville, Virginia 24112",Martinsville,VA,24112,-79.871133,36.737893,13,Education,Education,1,1,1,1,0,1,2,18059,1889,750,1139," $185,840,747.00 "," $185,811,563.00 "," $29,184.00 "," $11,382,890.00 ",14,www.patrickhenry.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,No,1861,1861,42%,4%,Fall 2019,"$5,048",-,233019,00375100,40603,3219.73,1488.82,1730.91,5.27,55.86,36.19,0.35,0.42,0.00,2505.55,36031.00,7101.55,21163.00,2886.09,21.81,33.25,25.43,25.34,17.85,7.02,24.37,10.08,1.05,82.85,0.83,2.39,20.83,1349.82,81.41,14.73,0.07,7.95,3.79
455080,Patrick Henry College,"10 Patrick Henry Circle, Purcellville, Virginia 20132",Purcellville,VA,20132,-77.690939,39.138687,,Information not available,STEAM,1,1,1,1,0,2,3,#N/A,19,5,14," $1,126,893.00 "," $1,126,893.00 ", $-   ," $1,112,893.00 ",56,https://www.phc.edu/,"4-year, Private not-for-profit",Bachelor's degree,Town: Fringe,Yes,409,409,65%,14%,Fall 2016,"$26,095",-,451927,03951300,158476,5758.67,2950.33,2808.33,6.13,84.53,3.07,0.47,3.30,0.07,3754.00,138853.00,11795.67,44231.33,3665.67,2.50,1.50,56.23,19.30,15.00,5.57,3.87,10.87,3.37,75.43,1.80,1.60,37.60,2949.33,71.37,22.63,0.23,4.57,5.77
234085,Paul D Camp Community College,"100 N College Dr, Franklin, Virginia 23851",Franklin,VA,23851,-76.93757,36.674527,14,Engineering,Engineering,1,0,0,1,0,1,1,9782,105,92,13," $18,391,833.00 "," $18,391,833.00 ", $-   ," $1,213,449.00 ",15,www.pdc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Town: Distant,No,1188,1188,27%,11%,Fall 2019,"$3,395",-,233037,00915900,54274,4805.00,2210.33,2594.67,0.90,42.77,52.97,0.23,0.17,0.00,3707.00,47026.33,7474.00,25172.33,3012.67,16.73,22.97,29.70,21.70,23.90,10.70,13.97,7.10,0.27,85.73,1.83,1.23,27.20,2066.67,71.73,24.40,0.67,11.57,3.20
449834,Paul Mitchell the School-Logan,"1300 N Main Street, Suite 1136, Logan, Utah 84341",Logan,UT,84341,-111.831152,41.756122,,Information not available,STEAM,1,0,1,1,0,2,3,.,5,4,1, $-   , $-   , $-   , $-   ,0,paulmitchell.edu/logan,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,143,143,61%,NA,2019-20,"$9,578","Cosmetology/Cosmetologist, General",448220,03909300,52466,3657.50,1710.00,1947.50,6.25,84.55,0.45,1.00,5.80,0.15,2722.50,37861.50,5729.50,15929.50,2739.00,35.25,33.00,37.65,25.65,20.85,2.25,13.60,11.20,2.95,62.10,14.30,5.20,12.45,1775.00,71.20,24.20,0.00,7.70,4.55
497444,Paul Mitchell the School-Provo,"480 North 900 East, Provo, Utah 84606-3424",Provo,UT,84606,-111.642161,40.24048,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,9,6,3," $17,412.00 "," $17,412.00 ", $-   ," $17,412.00 ",14,https://paulmitchell.edu/provo,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,91,91,57%,2%,2019-20,"$16,308","Cosmetology/Cosmetologist, General",495411,03065001,45754,3557.38,1779.13,1778.25,15.55,77.20,0.50,0.38,2.50,0.58,2536.00,41576.75,9042.63,16427.63,2193.00,31.04,15.19,44.06,26.71,18.84,4.50,5.90,13.45,2.75,60.81,13.39,4.78,17.83,1817.63,87.78,8.26,0.00,5.95,3.96
236328,Paul Mitchell the School-Richland,"71 Gage Blvd., Richland, Washington 99352",Richland,WA,99352,-119.246059,46.22626,13,Education,Education,1,0,0,1,0,1,2,57330,52,27,25," $60,234,045.00 "," $60,234,045.00 ", $-   ," $1,607,688.00 ",18,paulmitchell.edu/richland,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,261,261,55%,NA,2019-20,"$17,683","Cosmetology/Cosmetologist, General",234924,03065000,95389,5004.88,2490.13,2514.75,10.18,80.38,0.81,0.55,4.58,0.01,3648.13,83200.63,13439.50,38051.88,3956.38,9.65,11.19,50.23,21.09,12.29,7.85,8.54,10.85,0.63,80.08,1.39,1.60,20.30,2384.13,77.51,17.03,0.10,4.35,5.38
232609,Paul Mitchell the School-Roanoke,"658 Brandon Ave SW Ste 210, Roanoke, Virginia 24015",Roanoke,VA,24015,-79.95759,37.255284,13,Education,Education,1,0,1,1,0,1,2,34500,347,136,211," $44,434,435.00 "," $44,434,435.00 ", $-   ," $2,315,783.00 ",30,paulmitchell.edu/roanoke,"< 2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,106,106,60%,NA,2019-20,"$14,943","Cosmetology/Cosmetologist, General",231280,03010700,62109,4948.00,2461.00,2487.00,4.70,74.35,6.80,0.00,12.25,0.00,3231.00,46637.50,6453.00,29051.50,3434.00,21.10,32.90,47.90,22.65,17.55,5.45,6.50,12.25,1.75,78.00,3.40,1.90,21.30,2661.00,82.40,12.10,0.55,2.75,4.95
231420,Paul Mitchell the School-Salt Lake City,"1969 East Murray Holladay Road, Holladay, Utah 84117",Holladay,UT,84117,-111.835077,40.666643,13,Education,Education,1,0,0,1,0,1,2,37640,438,214,224," $23,584,949.00 "," $23,584,949.00 ", $-   ," $2,163,859.00 ",43,paulmitchell.edu/saltlakecity,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Large,No,328,328,38%,NA,2019-20,"$10,757","Cosmetology/Cosmetologist, General",230214,02556800,71980,5160.00,2572.00,2588.00,5.16,89.66,1.48,0.12,2.00,0.20,3792.60,79477.80,10568.40,44175.80,6149.80,4.68,3.32,52.92,25.08,12.92,3.56,5.52,8.28,2.46,76.56,1.74,2.36,20.78,2524.80,81.46,12.22,0.10,2.32,6.22
475723,Paul Mitchell the School-Spokane,"15303 East Sprague Avenue, Suite C, Spokane Valley, Washington 99037-5041",Spokane Valley,WA,99037,-117.19893,47.658368,,Information not available,STEAM,2,0,0,0,0,2,3,#N/A,17,11,6," $960,903.00 "," $960,903.00 ", $-   ," $279,935.00 ",12,paulmitchell.edu/spokane,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,185,185,54%,NA,2019-20,"$15,086","Cosmetology/Cosmetologist, General",462071,04191900,69928,7611.33,3749.33,3862.00,3.90,88.63,0.70,0.70,3.40,0.00,5582.33,65799.67,8564.67,32898.00,3656.00,8.83,11.53,36.10,31.97,16.00,5.90,10.07,7.00,2.53,81.10,0.73,0.73,22.03,3619.67,81.60,11.43,0.00,3.60,6.93
430403,Paul Mitchell the School-St. George,"1487 S Silicon Way Ste #A3, Saint George, Utah 84770-0000",Saint George,UT,84770,-113.606488,37.083414,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,196,10,186," $1,100,184.00 "," $1,100,184.00 ", $-   ," $1,034,581.00 ",65,paulmitchell.edu/stgeorge,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Rural: Fringe,No,134,134,71%,3%,2019-20,"$8,329","Cosmetology/Cosmetologist, General",421610,03110400,60532,6707.20,3291.80,3415.40,14.78,80.44,1.08,0.78,0.52,0.54,4773.40,53173.40,8425.40,23234.00,2924.00,17.56,21.14,26.14,29.38,22.24,9.54,12.70,13.86,0.72,74.40,2.60,3.96,16.26,3020.20,83.86,11.48,0.10,4.30,4.56
451547,Paul Mitchell the School-Tysons Corner,"8041-L Tysons Corner Ctr, McLean, Virginia 22102",McLean,VA,22102,-77.222536,38.916957,,Information not available,STEAM,1,0,1,1,0,2,3,#N/A,10,2,8," $115,637.00 "," $115,637.00 ", $-   ," $115,637.00 ",100,paulmitchell.edu/tysonscorner,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,129,129,63%,NA,2019-20,"$18,951","Cosmetology/Cosmetologist, General",449995,02149901,140839,4031.00,1951.80,2079.20,6.68,55.34,5.72,0.12,26.82,0.14,2523.60,126332.20,14211.40,71218.80,10218.00,4.74,2.42,73.18,16.76,5.80,2.26,1.98,4.78,10.48,71.12,3.18,1.84,29.96,2281.80,77.54,16.58,0.12,5.60,5.76
482291,Paul Mitchell the School-Woodbridge,"14445 Potomac Mills Road, Woodbridge, Virginia 22192",Woodbridge,VA,22192,-77.293304,38.635367,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,56,20,36," $8,316,934.00 "," $8,316,934.00 ", $-   ," $7,237,684.00 ",78,paulmitchell.edu/woodbridge,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,37,37,NA,NA,2019-20,NA,"Cosmetology/Cosmetologist, General",480930,02149902,109825,5266.79,2548.29,2718.50,18.14,47.94,21.38,0.21,7.00,0.21,3352.00,103393.29,10508.50,41043.21,4458.21,6.42,9.10,47.68,22.35,16.11,7.32,6.55,12.50,5.41,74.69,1.24,2.36,39.18,2700.86,70.75,24.65,0.10,5.01,4.51
237242,Peninsula College,"1502 E Lauridsen Blvd, Port Angeles, Washington 98362",Port Angeles,WA,98362,-123.412865,48.101295,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,5,5,0," $626,323.00 "," $626,323.00 ", $-   ," $293,996.00 ",63,www.pencol.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,Town: Remote,No,1583,1583,42%,17%,Fall 2016,"$7,491",-,236258,00378600,57858,3658.60,1850.80,1807.80,4.46,83.94,2.90,1.84,2.32,0.12,2907.00,48246.00,7808.60,27388.80,3564.00,21.22,36.24,30.14,24.18,25.44,8.52,11.74,8.52,2.14,76.06,5.56,2.88,19.10,1462.80,71.00,22.26,0.02,9.12,6.72
237181,Perry Technical Institute,"2011 W Washington Ave., Yakima, Washington 98903-1296",Yakima,WA,98903,-120.537976,46.571492,13,Education,Education,1,0,0,1,0,1,1,30720,101,83,18," $16,368,276.00 "," $16,299,711.00 "," $68,565.00 "," $1,174,085.00 ",40,www.perrytech.edu/,"2-year, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,City: Small,No,879,879,79%,NA,Fall 2019,"$20,045",Electrician,236212,00938700,57279,4891.25,2398.50,2492.75,43.79,45.88,0.61,7.05,1.06,0.03,2963.75,49574.75,7265.38,21791.63,3492.00,19.20,26.41,21.86,19.13,18.70,19.63,20.70,16.14,0.58,77.03,1.11,2.11,19.23,2166.75,80.68,13.15,0.08,6.93,6.13
234137,Piedmont Virginia Community College,"501 College Drive, Charlottesville, Virginia 22902-7589",Charlottesville,VA,22902,-78.483707,38.006895,52,Business Management & Admin Services,Business Management & Admin Services,1,0,0,1,0,1,1,8200,774,399,375," $1,586,581.00 "," $1,586,581.00 ", $-   ," $611,519.00 ",73,www.pvcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Suburb: Small,No,5022,5022,32%,9%,Fall 2019,"$6,315",-,233116,00992800,79447,4275.00,1987.83,2287.17,3.65,78.73,10.75,0.03,4.43,0.10,3388.17,71090.83,9835.17,41045.50,6045.67,10.52,12.42,54.35,17.32,18.18,5.13,5.02,8.17,4.40,69.55,7.30,4.13,18.63,2577.00,69.13,24.38,0.12,3.57,6.37
236708,Pierce College District,"9401 Farwest Dr SW, Lakewood, Washington 98498-1999",Lakewood,WA,98498,-122.570935,47.172082,13,Education,Education,1,0,0,1,0,2,3,3102,129,60,69," $16,404,887.00 "," $16,319,286.00 "," $85,601.00 "," $4,492,399.00 ",31,www.pierce.ctc.edu/,"4-year, primarily associate's, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,City: Small,Yes,8635,8635,38%,16%,Fall 2016,"$8,495",-,235237,00500000,77905,4728.00,2265.50,2462.50,13.18,58.60,8.28,1.38,7.00,2.85,3611.25,57413.25,6410.25,28620.50,3388.25,14.43,21.80,35.48,21.30,25.95,8.60,8.68,9.65,4.43,78.63,2.88,2.15,27.50,1866.00,69.73,27.13,0.10,7.45,3.03
450599,Pima Medical Institute-Renton,"555 South Renton Village Place Suite 110, Renton, Washington 98057",Renton,WA,98057,-122.211383,47.469017,,Information not available,STEAM,1,0,0,1,0,2,3,#N/A,50,0,50," $345,980.00 "," $345,980.00 ", $-   ," $293,330.00 ",53,https://pmi.edu/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Midsize,No,551,551,54%,NA,Fall 2019,"$29,547",Medical/Clinical Assistant,449074,02217110,62469,5806.00,2896.00,2910.00,12.30,47.80,12.45,0.70,15.00,1.00,4055.50,56538.00,9178.50,39511.50,17163.00,12.50,11.55,35.70,27.40,17.55,6.00,13.35,16.00,6.40,72.95,2.10,1.05,27.70,3371.50,81.35,13.10,0.00,8.10,5.50
373711,Pima Medical Institute-Seattle,"9709 Third Ave NE Suite 400, Seattle, Washington 98115",Seattle,WA,98115,-122.326844,47.699144,,Information not available,STEAM,2,0,0,0,0,2,3,#N/A,15,2,13," $302,822.00 "," $302,822.00 ", $-   ," $282,783.00 ",63,https://pmi.edu/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree,City: Large,No,474,474,50%,NA,Fall 2019,"$27,978",Medical/Clinical Assistant,368629,02217105,128443,4627.91,2290.45,2337.45,3.83,77.84,1.97,0.15,10.18,0.06,3481.27,108669.18,16242.82,57180.27,6800.45,10.21,4.01,68.52,15.97,9.08,2.51,3.94,9.11,17.90,53.36,4.49,6.57,27.54,2594.64,74.73,18.26,0.08,3.99,6.93
